,Payment_system_provider,Payment_number,date_time,Gross_amount,Net_amount,VAT_amount,Store_name,Status,POS,Quantity,Payment_method,Staff_member,Discount,Membership_number,Payment_Confirmation_Code,Currency,Gateway_Fee,Card_Type,Customer_Segment,Card_ID,Location,Loyalty_Points,Refund_Eligibility,Week_day
2996,Braintree,PMT9157,04/09/2024 13:26,181.72,151.43,30.29,Tesco,Completed,POS1,18,Cash,Staff1,0,MEM00000,CONF90329,GBP,2.68,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
2997,Shopify,PMT4041,04/09/2024 13:31,131.33,109.44,21.89,Tesco,Completed,POS1,14,Debit Card,Staff3,0,MEM00000,CONF18100,GBP,2.41,Discover,New Customer,CARD5084,London,0,Non-Eligible,3
2998,WorldPay,PMT5497,04/09/2024 13:36,207.14,172.62,34.52,Tesco,Completed,POS2,20,Credit Card,Staff4,0,MEM00000,CONF31804,GBP,2.96,Amex,New Customer,CARD4929,London,0,Non-Eligible,3
2999,Shopify,PMT4111,04/09/2024 13:41,111.34,92.78,18.56,Tesco,Completed,POS2,14,Credit Card,Staff3,0,MEM00000,CONF89970,GBP,2.05,MasterCard,New Customer,CARD5739,London,0,Non-Eligible,3
3000,Braintree,PMT3514,04/09/2024 13:45,134.86,112.38,22.48,Tesco,Cancelled,POS2,11,Online,Staff3,0,MEM00000,CONF19794,GBP,1.88,Visa,Returning Customer,N/A,London,0,Non-Eligible,3
3001,Braintree,PMT3208,04/09/2024 13:49,127.81,106.51,21.3,Tesco,Completed,POS1,15,Credit Card,Staff4,0,MEM00000,CONF78183,GBP,3.31,MasterCard,New Customer,CARD4530,London,0,Non-Eligible,3
3002,Shopify,PMT7651,04/09/2024 13:53,64.39,53.66,10.73,Tesco,Completed,POS1,5,Cash,Staff2,0,MEM00000,CONF10438,GBP,0.95,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,3
3003,WorldPay,PMT5571,04/09/2024 13:57,161.73,134.78,26.95,Tesco,Completed,POS2,20,Online,Staff1,0,MEM00000,CONF18251,GBP,2.12,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,3
3004,Braintree,PMT2763,04/09/2024 14:01,90.83,75.69,15.14,Tesco,Completed,POS2,13,Cash,Staff1,0,MEM00000,CONF26915,GBP,1.88,Amex,Returning Customer,N/A,London,0,Non-Eligible,3
3005,WorldPay,PMT1375,04/09/2024 14:05,169.42,141.18,28.24,Tesco,Completed,POS1,19,Cash,Staff1,0,MEM00000,CONF37560,GBP,4.74,Visa,New Customer,N/A,London,0,Non-Eligible,3
3006,Braintree,PMT8749,04/09/2024 14:09,42.98,35.82,7.16,Tesco,Completed,POS1,3,Cash,Staff2,0,MEM00000,CONF43597,GBP,1.17,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,3
3007,WorldPay,PMT9042,04/09/2024 14:13,141.81,118.18,23.63,Tesco,Completed,POS1,18,Credit Card,Staff4,0,MEM00000,CONF36034,GBP,2.59,Visa,New Customer,CARD8569,London,0,Non-Eligible,3
3008,WorldPay,PMT5342,04/09/2024 14:17,98.39,81.99,16.4,Tesco,Completed,POS2,15,Cash,Staff2,0,MEM00000,CONF35733,GBP,2.02,Amex,Returning Customer,N/A,London,0,Non-Eligible,3
3009,Shopify,PMT7284,04/09/2024 14:21,157.77,131.48,26.29,Tesco,Completed,POS1,19,Cash,Staff3,0,MEM00000,CONF22366,GBP,2.95,Amex,New Customer,N/A,London,0,Non-Eligible,3
3010,Shopify,PMT2448,04/09/2024 14:26,81.35,67.79,13.56,Tesco,Completed,POS1,11,Cash,Staff4,0,MEM00000,CONF71958,GBP,0.87,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3011,Braintree,PMT1230,04/09/2024 14:31,96.88,80.73,16.15,Tesco,Completed,POS2,16,Cash,Staff1,0,MEM00000,CONF45503,GBP,1.54,Visa,New Customer,N/A,London,0,Non-Eligible,3
3012,Braintree,PMT3941,04/09/2024 14:36,41.47,34.56,6.91,Tesco,Completed,POS3,5,Credit Card,Staff1,0,MEM00000,CONF23365,GBP,0.91,MasterCard,New Customer,CARD9465,London,0,Non-Eligible,3
3013,WorldPay,PMT7580,04/09/2024 14:41,219.69,183.08,36.61,Tesco,Completed,POS1,20,Credit Card,Staff2,0,MEM00000,CONF12233,GBP,4.59,Visa,New Customer,CARD9722,London,0,Non-Eligible,3
3014,WorldPay,PMT9248,04/09/2024 14:46,144.63,120.53,24.1,Tesco,Completed,POS3,15,Credit Card,Staff1,0,MEM47490,CONF44831,GBP,3.37,Visa,Member,CARD6403,London,12,Non-Eligible,3
3015,WorldPay,PMT7469,04/09/2024 14:50,119.93,99.94,19.99,Tesco,Completed,POS1,13,Cash,Staff3,15,MEM45791,CONF31466,GBP,1.7,MasterCard,Member,N/A,London,9,Non-Eligible,3
3016,WorldPay,PMT4693,04/09/2024 14:54,169.31,141.09,28.22,Tesco,Completed,POS1,15,Cash,Staff4,0,MEM00000,CONF70002,GBP,4.43,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3017,Braintree,PMT7709,04/09/2024 14:58,143.82,119.85,23.97,Tesco,Completed,POS2,15,Online,Staff2,0,MEM00000,CONF45065,GBP,2.53,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,3
3018,Braintree,PMT1707,04/09/2024 15:03,69.88,58.23,11.65,Tesco,Completed,POS1,5,Cash,Staff1,0,MEM00000,CONF28675,GBP,1.64,Visa,New Customer,N/A,London,0,Non-Eligible,3
3019,Braintree,PMT8523,04/09/2024 15:08,37.96,31.63,6.33,Tesco,Completed,POS1,7,Debit Card,Staff4,0,MEM00000,CONF90263,GBP,0.98,Visa,Returning Customer,CARD2148,London,0,Non-Eligible,3
3020,WorldPay,PMT7027,04/09/2024 15:13,22.97,19.14,3.83,Tesco,Completed,POS3,4,Cash,Staff4,0,MEM00000,CONF72857,GBP,0.42,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,3
3021,Shopify,PMT4774,04/09/2024 15:18,97.82,81.52,16.3,Tesco,Completed,POS2,11,Cash,Staff3,0,MEM00000,CONF48072,GBP,1.15,Visa,New Customer,N/A,London,0,Non-Eligible,3
3022,WorldPay,PMT6805,04/09/2024 15:22,178.14,148.45,29.69,Tesco,Completed,POS1,16,Cash,Staff2,0,MEM00000,CONF72548,GBP,5.07,Discover,Returning Customer,N/A,London,0,Non-Eligible,3
3023,Shopify,PMT5749,04/09/2024 15:26,126.35,105.29,21.06,Tesco,Completed,POS1,9,Cash,Staff3,0,MEM00000,CONF50830,GBP,3.74,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3024,WorldPay,PMT4704,04/09/2024 15:30,165.4,137.83,27.57,Tesco,Completed,POS1,18,Credit Card,Staff4,0,MEM00000,CONF23234,GBP,3.48,Visa,New Customer,CARD3226,London,0,Non-Eligible,3
3025,Shopify,PMT8288,04/09/2024 15:34,40.78,33.98,6.8,Tesco,Completed,POS2,4,Cash,Staff4,0,MEM00000,CONF99927,GBP,1.2,Amex,Returning Customer,N/A,London,0,Non-Eligible,3
3026,Shopify,PMT9887,04/09/2024 15:38,156.41,130.34,26.07,Tesco,Completed,POS2,20,Online,Staff2,0,MEM00000,CONF39354,GBP,2.28,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3027,Braintree,PMT3257,04/09/2024 15:43,0.99,0.83,0.16,Tesco,Completed,POS3,1,Cash,Staff3,0,MEM00000,CONF16146,GBP,0.01,Visa,Returning Customer,N/A,London,0,Non-Eligible,3
3028,WorldPay,PMT4765,04/09/2024 15:48,123.32,102.77,20.55,Tesco,Completed,POS2,15,Online,Staff3,0,MEM00000,CONF64708,GBP,2.07,Discover,New Customer,N/A,London,0,Non-Eligible,3
3029,WorldPay,PMT8644,04/09/2024 15:52,65.99,54.99,11,Tesco,Completed,POS2,4,Credit Card,Staff2,0,MEM00000,CONF60447,GBP,1.31,Discover,New Customer,CARD2558,London,0,Non-Eligible,3
3030,Braintree,PMT2190,04/09/2024 15:56,140.41,117.01,23.4,Tesco,Completed,POS1,16,Credit Card,Staff1,0,MEM00000,CONF58769,GBP,2.05,Amex,New Customer,CARD1279,London,0,Non-Eligible,3
3031,Braintree,PMT2485,04/09/2024 16:01,160.24,133.53,26.71,Tesco,Completed,POS2,15,Online,Staff4,0,MEM00000,CONF19991,GBP,2.15,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,3
3032,Shopify,PMT5837,04/09/2024 16:06,95.35,79.46,15.89,Tesco,Completed,POS2,12,Debit Card,Staff3,0,MEM00000,CONF33835,GBP,2.83,Amex,New Customer,CARD1560,London,0,Non-Eligible,3
3033,WorldPay,PMT2121,04/09/2024 16:11,79.29,66.08,13.21,Tesco,Completed,POS3,13,Online,Staff3,0,MEM00000,CONF23846,GBP,1.15,Visa,New Customer,N/A,London,0,Non-Eligible,3
3034,Shopify,PMT6721,04/09/2024 16:15,124.84,104.03,20.81,Tesco,Completed,POS3,13,Cash,Staff2,0,MEM00000,CONF42684,GBP,1.52,Discover,Returning Customer,N/A,London,0,Non-Eligible,3
3035,Braintree,PMT4209,04/09/2024 16:19,72.96,60.8,12.16,Tesco,Completed,POS1,6,Cash,Staff1,0,MEM00000,CONF90323,GBP,1.77,Visa,Returning Customer,N/A,London,0,Non-Eligible,3
3036,Shopify,PMT7247,04/09/2024 16:23,185.22,154.35,30.87,Tesco,Completed,POS1,20,Cash,Staff3,0,MEM00000,CONF75475,GBP,3.35,Amex,New Customer,N/A,London,0,Non-Eligible,3
3037,Shopify,PMT2464,04/09/2024 16:28,23.99,19.99,4,Tesco,Completed,POS2,2,Cash,Staff1,0,MEM00000,CONF59549,GBP,0.43,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3038,WorldPay,PMT8002,04/09/2024 16:33,135.3,112.75,22.55,Tesco,Completed,POS2,15,Credit Card,Staff2,0,MEM00000,CONF28438,GBP,2.1,MasterCard,New Customer,CARD7789,London,0,Non-Eligible,3
3039,Shopify,PMT6928,04/09/2024 16:38,122.36,101.97,20.39,Tesco,Cancelled,POS2,10,Cash,Staff1,0,MEM00000,CONF45028,GBP,2.16,Visa,New Customer,N/A,London,0,Non-Eligible,3
3040,Shopify,PMT8867,04/09/2024 16:43,103.22,86.02,17.2,Tesco,Completed,POS1,10,Cash,Staff2,0,MEM00000,CONF44196,GBP,1.11,Visa,Returning Customer,N/A,London,0,Non-Eligible,3
3041,WorldPay,PMT4721,04/09/2024 16:48,8.99,7.49,1.5,Tesco,Completed,POS2,1,Cash,Staff3,0,MEM00000,CONF83100,GBP,0.25,Discover,New Customer,N/A,London,0,Non-Eligible,3
3042,WorldPay,PMT7616,04/09/2024 16:52,100.44,83.7,16.74,Tesco,Completed,POS1,11,Cash,Staff1,0,MEM00000,CONF11748,GBP,1.08,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3043,Shopify,PMT4559,04/09/2024 16:56,9.48,7.9,1.58,Tesco,Completed,POS3,3,Credit Card,Staff3,0,MEM00000,CONF66131,GBP,0.26,Amex,New Customer,CARD7748,London,0,Non-Eligible,3
3044,Shopify,PMT7177,04/09/2024 17:01,146.17,121.81,24.36,Tesco,Completed,POS3,18,Cash,Staff3,0,MEM00000,CONF94829,GBP,2.53,Discover,New Customer,N/A,London,0,Non-Eligible,3
3045,WorldPay,PMT7004,04/09/2024 17:06,17.46,14.55,2.91,Tesco,Completed,POS3,4,Cash,Staff2,0,MEM00000,CONF99295,GBP,0.5,Amex,Returning Customer,N/A,London,0,Non-Eligible,3
3046,Braintree,PMT8526,04/09/2024 17:10,104.34,86.95,17.39,Tesco,Completed,POS1,9,Credit Card,Staff4,0,MEM00000,CONF18637,GBP,1.8,Amex,Returning Customer,CARD6403,London,0,Non-Eligible,3
3047,Shopify,PMT9042,04/09/2024 17:14,123.45,102.88,20.57,Tesco,Completed,POS1,10,Online,Staff1,0,MEM00000,CONF32889,GBP,1.88,Discover,Returning Customer,N/A,London,0,Non-Eligible,3
3048,WorldPay,PMT1030,04/09/2024 17:19,81.9,68.25,13.65,Tesco,Completed,POS1,14,Cash,Staff4,0,MEM00000,CONF14395,GBP,1.59,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,3
3049,Shopify,PMT2104,04/09/2024 17:24,97.25,81.04,16.21,Tesco,Completed,POS2,10,Credit Card,Staff1,15,MEM30383,CONF91453,GBP,2.62,Visa,Member,CARD7546,London,8,Non-Eligible,3
3050,Braintree,PMT1223,04/09/2024 17:28,23.98,19.98,4,Tesco,Completed,POS3,3,Cash,Staff4,15,MEM65926,CONF39519,GBP,0.48,Visa,Member,N/A,London,1,Non-Eligible,3
3051,Shopify,PMT8507,04/09/2024 17:32,46.98,39.15,7.83,Tesco,Completed,POS2,4,Credit Card,Staff3,0,MEM00000,CONF49211,GBP,0.8,Visa,New Customer,CARD8827,London,0,Non-Eligible,3
3052,Braintree,PMT9398,04/09/2024 17:36,91.8,76.5,15.3,Tesco,Completed,POS1,19,Cash,Staff1,0,MEM00000,CONF79103,GBP,1.94,Amex,New Customer,N/A,London,0,Non-Eligible,3
3053,WorldPay,PMT1951,04/09/2024 17:41,101.38,84.48,16.9,Tesco,Completed,POS1,7,Credit Card,Staff3,0,MEM00000,CONF78528,GBP,2.6,MasterCard,New Customer,CARD7642,London,0,Non-Eligible,3
3054,Shopify,PMT3643,04/09/2024 17:46,41.38,34.48,6.9,Tesco,Completed,POS3,4,Cash,Staff4,0,MEM00000,CONF79535,GBP,1.1,Amex,New Customer,N/A,London,0,Non-Eligible,3
3055,Shopify,PMT5506,04/09/2024 17:51,52.33,43.61,8.72,Tesco,Completed,POS3,10,Credit Card,Staff4,0,MEM00000,CONF61721,GBP,1.41,Visa,New Customer,CARD9913,London,0,Non-Eligible,3
3056,Braintree,PMT7472,04/09/2024 17:56,29.9,24.92,4.98,Tesco,Completed,POS3,2,Cash,Staff1,0,MEM00000,CONF62006,GBP,0.88,Visa,Returning Customer,N/A,London,0,Non-Eligible,3
3057,Shopify,PMT3934,04/09/2024 18:01,164.3,136.92,27.38,Tesco,Completed,POS3,15,Online,Staff4,15,MEM52883,CONF35061,GBP,3.21,Discover,Member,N/A,London,13,Non-Eligible,3
3058,Braintree,PMT9820,04/09/2024 18:06,57.38,47.82,9.56,Tesco,Completed,POS2,5,Credit Card,Staff1,0,MEM00000,CONF95462,GBP,1.53,Amex,New Customer,CARD2397,London,0,Non-Eligible,3
3059,Braintree,PMT9813,04/09/2024 18:11,128.92,107.43,21.49,Tesco,Completed,POS3,19,Cash,Staff1,0,MEM00000,CONF93744,GBP,1.5,Amex,Returning Customer,N/A,London,0,Non-Eligible,3
3060,Braintree,PMT9847,04/09/2024 18:16,90.48,75.4,15.08,Tesco,Completed,POS1,10,Cash,Staff4,0,MEM00000,CONF46013,GBP,2.14,Discover,New Customer,N/A,London,0,Non-Eligible,3
3061,Braintree,PMT1439,04/09/2024 18:21,77.83,64.86,12.97,Tesco,Completed,POS3,11,Cash,Staff2,0,MEM00000,CONF61862,GBP,2.03,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3062,WorldPay,PMT3781,04/09/2024 18:26,75.35,62.79,12.56,Tesco,Completed,POS3,7,Cash,Staff1,0,MEM00000,CONF52351,GBP,1.24,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,3
3063,Shopify,PMT1298,04/09/2024 18:30,182.39,151.99,30.4,Tesco,Completed,POS3,19,Credit Card,Staff3,0,MEM00000,CONF19357,GBP,2.15,Visa,New Customer,CARD4747,London,0,Non-Eligible,3
3064,WorldPay,PMT6783,04/09/2024 18:34,100.35,83.62,16.73,Tesco,Completed,POS2,11,Online,Staff2,0,MEM00000,CONF84941,GBP,1.96,Discover,Returning Customer,N/A,London,0,Non-Eligible,3
3065,Shopify,PMT2932,04/09/2024 18:39,109.44,91.2,18.24,Tesco,Completed,POS2,11,Credit Card,Staff3,0,MEM00000,CONF43982,GBP,3.12,MasterCard,New Customer,CARD8695,London,0,Non-Eligible,3
3066,WorldPay,PMT3655,04/09/2024 18:44,51.48,42.9,8.58,Tesco,Completed,POS1,4,Credit Card,Staff1,0,MEM00000,CONF52052,GBP,0.64,MasterCard,New Customer,CARD2743,London,0,Non-Eligible,3
3067,Braintree,PMT5312,04/09/2024 18:49,0.49,0.41,0.08,Tesco,Completed,POS1,1,Credit Card,Staff1,5,MEM12175,CONF89325,GBP,0.01,Discover,Member,CARD5147,London,0,Non-Eligible,3
3068,WorldPay,PMT5296,04/09/2024 18:54,181.3,151.08,30.22,Tesco,Completed,POS1,18,Cash,Staff4,0,MEM00000,CONF81732,GBP,3.89,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3069,WorldPay,PMT9633,04/09/2024 18:59,115.78,96.48,19.3,Tesco,Completed,POS3,16,Credit Card,Staff2,0,MEM00000,CONF91513,GBP,2.4,Visa,New Customer,CARD4825,London,0,Non-Eligible,3
3070,Shopify,PMT5599,04/09/2024 19:04,111.23,92.69,18.54,Tesco,Completed,POS2,13,Cash,Staff1,0,MEM00000,CONF82358,GBP,3.11,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3071,Braintree,PMT3674,04/09/2024 19:08,193.82,161.52,32.3,Tesco,Completed,POS1,17,Cash,Staff4,0,MEM00000,CONF60787,GBP,3.83,Discover,New Customer,N/A,London,0,Non-Eligible,3
3072,Braintree,PMT8363,04/09/2024 19:12,35.89,29.91,5.98,Tesco,Completed,POS2,2,Credit Card,Staff1,0,MEM00000,CONF16098,GBP,0.97,MasterCard,New Customer,CARD9634,London,0,Non-Eligible,3
3073,Shopify,PMT8616,04/09/2024 19:16,151.32,126.1,25.22,Tesco,Completed,POS1,16,Credit Card,Staff3,0,MEM00000,CONF65694,GBP,1.99,Amex,New Customer,CARD7849,London,0,Non-Eligible,3
3074,Braintree,PMT1984,04/09/2024 19:21,193.82,161.52,32.3,Tesco,Completed,POS3,20,Cash,Staff3,0,MEM00000,CONF33507,GBP,2.86,Visa,Returning Customer,N/A,London,0,Non-Eligible,3
3075,Braintree,PMT6152,04/09/2024 19:26,63.86,53.22,10.64,Tesco,Completed,POS2,6,Credit Card,Staff4,0,MEM00000,CONF97559,GBP,1.61,Amex,New Customer,CARD3302,London,0,Non-Eligible,3
3076,Braintree,PMT4911,04/09/2024 19:31,108.37,90.31,18.06,Tesco,Completed,POS2,11,Credit Card,Staff3,0,MEM00000,CONF90533,GBP,2.89,MasterCard,New Customer,CARD6946,London,0,Non-Eligible,3
3077,Shopify,PMT7093,04/09/2024 19:35,122.32,101.93,20.39,Tesco,Completed,POS1,14,Cash,Staff4,0,MEM00000,CONF53855,GBP,3.22,Discover,Returning Customer,N/A,London,0,Non-Eligible,3
3078,Braintree,PMT3200,04/09/2024 19:39,144.35,120.29,24.06,Tesco,Completed,POS1,11,Cash,Staff3,15,MEM21305,CONF87191,GBP,2.53,Discover,Member,N/A,London,12,Non-Eligible,3
3079,Braintree,PMT8412,04/09/2024 19:43,96.96,80.8,16.16,Tesco,Completed,POS2,11,Debit Card,Staff4,0,MEM00000,CONF95674,GBP,1.06,Visa,New Customer,CARD2303,London,0,Non-Eligible,3
3080,WorldPay,PMT1365,04/09/2024 19:48,161.79,134.82,26.97,Tesco,Completed,POS3,19,Cash,Staff3,0,MEM00000,CONF44609,GBP,3.35,Amex,Returning Customer,N/A,London,0,Non-Eligible,3
3081,Shopify,PMT7495,04/09/2024 19:53,90.82,75.68,15.14,Tesco,Completed,POS3,13,Cash,Staff2,0,MEM00000,CONF33036,GBP,1.57,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3082,Braintree,PMT6841,04/09/2024 19:58,26.98,22.48,4.5,Tesco,Completed,POS1,5,Credit Card,Staff4,0,MEM00000,CONF70152,GBP,0.35,Amex,New Customer,CARD9419,London,0,Non-Eligible,3
3083,Shopify,PMT5400,04/09/2024 20:03,228.31,190.26,38.05,Tesco,Completed,POS1,20,Cash,Staff3,0,MEM00000,CONF95572,GBP,6.57,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3084,Braintree,PMT2209,04/09/2024 20:08,4.99,4.16,0.83,Tesco,Cancelled,POS3,1,Credit Card,Staff1,0,MEM00000,CONF67975,GBP,0.12,Amex,New Customer,CARD7536,London,0,Non-Eligible,3
3085,WorldPay,PMT6885,04/09/2024 20:13,29.94,24.95,4.99,Tesco,Completed,POS1,7,Online,Staff3,0,MEM00000,CONF96105,GBP,0.71,Discover,Returning Customer,N/A,London,0,Non-Eligible,3
3086,WorldPay,PMT9147,04/09/2024 20:18,117.79,98.16,19.63,Tesco,Completed,POS2,8,Online,Staff2,0,MEM00000,CONF85050,GBP,1.5,Visa,Returning Customer,N/A,London,0,Non-Eligible,3
3087,Shopify,PMT9365,04/09/2024 20:22,73.97,61.64,12.33,Tesco,Completed,POS3,11,Cash,Staff1,0,MEM00000,CONF35749,GBP,1.23,Visa,Returning Customer,N/A,London,0,Non-Eligible,3
3088,Shopify,PMT8930,04/09/2024 20:26,80.89,67.41,13.48,Tesco,Cancelled,POS1,13,Cash,Staff1,0,MEM00000,CONF12918,GBP,1.75,Discover,Returning Customer,N/A,London,0,Non-Eligible,3
3089,Braintree,PMT9428,04/09/2024 20:30,62.95,52.46,10.49,Tesco,Completed,POS2,7,Cash,Staff1,0,MEM00000,CONF92099,GBP,1.33,Discover,Returning Customer,N/A,London,0,Non-Eligible,3
3090,Shopify,PMT7511,04/09/2024 20:34,220.09,183.41,36.68,Tesco,Completed,POS2,20,Cash,Staff4,0,MEM00000,CONF64586,GBP,4.31,Visa,Returning Customer,N/A,London,0,Non-Eligible,3
3091,Shopify,PMT9757,04/09/2024 20:38,65.93,54.94,10.99,Tesco,Completed,POS3,9,Cash,Staff3,0,MEM00000,CONF28127,GBP,1.87,Amex,Returning Customer,N/A,London,0,Non-Eligible,3
3092,Shopify,PMT3924,04/09/2024 20:43,86.46,72.05,14.41,Tesco,Completed,POS2,6,Cash,Staff1,0,MEM00000,CONF88995,GBP,1.21,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3093,Shopify,PMT3981,04/09/2024 20:48,75.45,62.88,12.57,Tesco,Completed,POS3,7,Cash,Staff4,0,MEM00000,CONF66796,GBP,1.48,Amex,New Customer,N/A,London,0,Non-Eligible,3
3094,WorldPay,PMT6767,04/09/2024 20:53,118.33,98.61,19.72,Tesco,Completed,POS2,12,Credit Card,Staff2,0,MEM00000,CONF52617,GBP,2.29,MasterCard,New Customer,CARD3249,London,0,Non-Eligible,3
3095,Shopify,PMT5449,04/09/2024 20:57,33.98,28.32,5.66,Tesco,Completed,POS2,3,Debit Card,Staff2,0,MEM00000,CONF45667,GBP,0.45,MasterCard,New Customer,CARD7476,London,0,Non-Eligible,3
3096,WorldPay,PMT3092,04/09/2024 21:01,89.3,74.42,14.88,Tesco,Completed,POS1,6,Credit Card,Staff2,0,MEM00000,CONF23592,GBP,1.27,Visa,New Customer,CARD4566,London,0,Non-Eligible,3
3097,WorldPay,PMT8378,04/09/2024 21:06,118.37,98.64,19.73,Tesco,Completed,POS2,11,Credit Card,Staff4,0,MEM00000,CONF16008,GBP,3.26,MasterCard,New Customer,CARD8297,London,0,Non-Eligible,3
3098,WorldPay,PMT5795,04/09/2024 21:11,59.37,49.48,9.89,Tesco,Completed,POS1,5,Cash,Staff4,0,MEM00000,CONF18341,GBP,1.62,Discover,New Customer,N/A,London,0,Non-Eligible,3
3099,Shopify,PMT6901,04/09/2024 21:16,159.42,132.85,26.57,Tesco,Cancelled,POS2,16,Cash,Staff2,0,MEM00000,CONF33720,GBP,3.13,Amex,New Customer,N/A,London,0,Non-Eligible,3
3100,Shopify,PMT1326,04/09/2024 21:21,104.65,87.21,17.44,Tesco,Completed,POS3,9,Credit Card,Staff2,0,MEM00000,CONF11462,GBP,2.53,MasterCard,New Customer,CARD4286,London,0,Non-Eligible,3
3101,Braintree,PMT6816,04/09/2024 21:26,151.33,126.11,25.22,Tesco,Completed,POS3,16,Online,Staff2,0,MEM51554,CONF19467,GBP,4.25,MasterCard,Member,N/A,London,12,Non-Eligible,3
3102,Shopify,PMT2586,04/09/2024 21:31,184.31,153.59,30.72,Tesco,Completed,POS2,17,Debit Card,Staff3,0,MEM00000,CONF84192,GBP,5.21,Amex,New Customer,CARD4485,London,0,Non-Eligible,3
3103,Shopify,PMT9080,04/09/2024 21:35,186.41,155.34,31.07,Tesco,Completed,POS1,15,Online,Staff4,0,MEM00000,CONF31612,GBP,3.08,Amex,Returning Customer,N/A,London,0,Non-Eligible,3
3104,WorldPay,PMT7131,04/09/2024 21:39,91.98,76.65,15.33,Tesco,Completed,POS2,9,Cash,Staff2,0,MEM00000,CONF79692,GBP,2.74,Visa,Returning Customer,N/A,London,0,Non-Eligible,3
3105,Braintree,PMT8218,04/09/2024 21:43,23.98,19.98,4,Tesco,Completed,POS3,3,Cash,Staff4,0,MEM00000,CONF96294,GBP,0.43,MasterCard,New Customer,N/A,London,0,Non-Eligible,3
3106,Shopify,PMT1981,04/09/2024 21:47,10.99,9.16,1.83,Tesco,Completed,POS3,3,Credit Card,Staff4,0,MEM00000,CONF64276,GBP,0.2,Visa,New Customer,CARD8370,London,0,Non-Eligible,3
3107,WorldPay,PMT7683,04/09/2024 21:51,34.47,28.73,5.74,Tesco,Cancelled,POS3,6,Credit Card,Staff4,0,MEM00000,CONF79474,GBP,0.44,MasterCard,New Customer,CARD8325,London,0,Non-Eligible,3
3108,Braintree,PMT7129,04/09/2024 21:55,184.85,154.04,30.81,Tesco,Completed,POS1,15,Credit Card,Staff1,0,MEM00000,CONF76476,GBP,5.39,Discover,New Customer,CARD8952,London,0,Non-Eligible,3
3109,Shopify,PMT2302,04/09/2024 21:59,88.74,73.95,14.79,Tesco,Completed,POS2,12,Cash,Staff4,0,MEM00000,CONF63038,GBP,1.55,Visa,New Customer,N/A,London,0,Non-Eligible,3
3110,Shopify,PMT8640,04/09/2024 22:04,76.47,63.73,12.74,Tesco,Completed,POS3,9,Credit Card,Staff4,0,MEM00000,CONF55187,GBP,0.91,Discover,New Customer,CARD1542,London,0,Non-Eligible,3
3111,WorldPay,PMT4000,04/09/2024 22:09,139.29,116.08,23.21,Tesco,Completed,POS2,19,Credit Card,Staff1,5,MEM25740,CONF42599,GBP,2.74,Visa,Member,CARD6954,London,11,Non-Eligible,3
3112,WorldPay,PMT9566,04/09/2024 22:14,102.41,85.34,17.07,Tesco,Cancelled,POS2,12,Cash,Staff1,0,MEM00000,CONF47584,GBP,1.57,Amex,Returning Customer,N/A,London,0,Non-Eligible,3
3113,Shopify,PMT5992,04/09/2024 22:18,115.39,96.16,19.23,Tesco,Completed,POS3,15,Online,Staff1,0,MEM00000,CONF96800,GBP,2.44,Discover,New Customer,N/A,London,0,Non-Eligible,3
3114,Shopify,PMT2007,04/09/2024 22:22,90.44,75.37,15.07,Tesco,Completed,POS3,8,Debit Card,Staff2,0,MEM00000,CONF49400,GBP,1.3,Discover,New Customer,CARD1683,London,0,Non-Eligible,3
3115,Shopify,PMT9822,04/09/2024 22:26,194.13,161.78,32.35,Tesco,Cancelled,POS3,18,Cash,Staff4,0,MEM00000,CONF25264,GBP,2.4,Amex,Returning Customer,N/A,London,0,Non-Eligible,3
3116,Braintree,PMT6384,04/09/2024 22:30,74.98,62.48,12.5,Tesco,Completed,POS2,6,Credit Card,Staff2,0,MEM00000,CONF22076,GBP,1.06,MasterCard,New Customer,CARD4261,London,0,Non-Eligible,3
3117,Braintree,PMT1846,04/09/2024 22:34,22,18.33,3.67,Tesco,Completed,POS2,2,Cash,Staff3,0,MEM00000,CONF82902,GBP,0.42,Discover,New Customer,N/A,London,0,Non-Eligible,3
